grams,width_cm,frequency,location,price,flexibility,moisture,horizontal_position,shape,distance,target
459,163,491,Belgium,1405,56.9,45.03,-12.49,cuboid,58,widget3
299,136,605,France,1273,57.94,68.31,-54.73,cylinder,53.1,widget3
579,219,325,Japan,504,34.71,45.03,-67.4,oblong,21.47,widget7
261,177,583,Italy,953,61.99,73.52,-107.34,cuboid,35.6,widget5
600,130,639,Belgium,1012,45.01,40.67,11.88,oblong,24.04,widget4
472,118,642,Italy,768,56.36,82.96,91.53,cylinder,40.71,widget6
620,139,738,Germany,1496,58.46,81.77,-53.11,cylinder,43.92,widget3
559,155,611,Italy,1340,57.67,76.8,-30.96,cylinder,39.45,widget3
301,212,404,Belgium,946,78.91,69.57,134.67,oblong,19.86,widget2
389,140,455,United States,677,83.77,54.88,113.71,cuboid,37.51,widget6
568,206,441,China,469,50.22,82.57,4.95,oblong,12.84,widget7
612,151,665,China,716,40.42,29.54,22.23,oblong,34.36,widget4
612,154,386,Belgium,582,42.19,58.62,119.66,spherical,43.19,widget1
485,163,490,Italy,383,40.52,38.45,64.43,oblong,56.58,widget1
499,179,715,Germany,1217,68.61,51.69,-62.43,cylinder,49.97,widget3
501,105,456,Italy,579,42.24,87.88,-25.09,oblong,56.61,widget1
682,146,533,Belgium,639,31.4,62.55,62.46,oblong,34.08,widget4
421,196,594,Germany,1340,62.47,25.81,-31.25,cylinder,42.94,widget3
424,227,473,Japan,356,79.25,53.72,48.24,oblong,28.81,widget2
599,108,622,China,596,37.04,56.61,32.3,cuboid,39.53,widget4
703,162,585,Japan,877,28.61,64.75,15.84,oblong,28.15,widget4
513,208,421,Italy,705,33.48,69.34,-26.32,oblong,21.43,widget7
176,209,507,Germany,909,47.67,50.26,-87.8,cuboid,16.5,widget5
509,192,486,Japan,1092,31.59,33.77,17.04,cylinder,26.4,widget8
568,204,440,Germany,740,49.71,73.79,-26.41,cuboid,15.44,widget7
466,110,647,Belgium,1558,73.79,44.63,-99.14,cylinder,36.66,widget3
412,140,670,France,480,76.98,43.1,12.02,oblong,41.93,widget6
423,131,530,Germany,478,78.73,84.7,79.33,cuboid,54.66,widget6
430,142,541,Germany,649,73.99,82.38,68.73,oblong,39.95,widget6
573,135,375,Belgium,458,72.56,57.91,8.54,spherical,46.23,widget1
486,140,719,Germany,1474,64.84,47.59,-76.76,cylinder,63.11,widget3
445,158,326,China,714,26.1,45.44,77.49,other,22.91,widget8
506,184,614,Japan,1207,35.63,42.79,1.92,oblong,32.64,widget4
420,216,534,Japan,876,30.66,52.68,-109.92,oblong,23.65,widget7
344,159,500,,855,84.07,58.06,170.14,cuboid,15.14,widget2
572,193,370,Belgium,856,38.07,51.54,-53.1,oblong,17.36,widget7
608,143,352,Belgium,849,53.42,65.13,49.98,oblong,43.41,widget1
463,102,614,,932,78.53,48.05,85.79,cuboid,54.17,widget6
323,157,675,Japan,727,38.38,77.62,-117.74,cylinder,26,widget5
575,87,574,France,326,72.9,45.6,79.77,cuboid,42.7,widget6
534,128,628,Italy,1154,41.74,53.86,10.02,oblong,40.33,widget4
416,113,762,Italy,1514,79.89,40.81,-126.13,cylinder,39.14,widget3
615,77,355,Germany,920,60.62,44.09,-26.49,spherical,45.86,widget1
546,139,692,Belgium,1098,58.66,41.5,2.73,oblong,42.91,widget4
481,202,350,South Korea,575,34.67,75.48,-148.11,oblong,19.06,widget7
325,137,561,China,1141,52.86,83.45,-103.32,cuboid,29.74,widget5
468,192,428,Japan,689,70.11,55.63,54.08,oblong,31.9,widget2
421,174,385,Japan,420,74.27,50.46,91.41,oblong,25.26,widget2
384,178,524,Japan,654,62.66,45.18,22.2,oblong,20,widget2
613,149,697,China,725,25.52,40.12,5.74,oblong,21.69,widget4
460,228,590,Belgium,661,33.23,58.75,-24.8,cuboid,35.15,widget7
441,210,442,Japan,910,19.75,42.97,84.24,cuboid,22.69,widget8
470,151,513,Germany,514,63.2,47.9,74.26,cuboid,55.24,widget6
178,187,591,Italy,572,34.53,49.26,-94.2,cuboid,32.74,widget5
299,173,527,Germany,1038,43.35,48.34,-88.08,cylinder,33.86,widget5
453,154,587,Germany,1201,31.48,45.77,99.74,cylinder,17.15,widget8
460,202,490,China,711,74.1,37.83,-2.51,oblong,36.63,widget2
528,133,491,Germany,807,60.9,65.87,48.5,oblong,51.74,widget1
552,93,510,France,745,79.11,47.3,26.71,cuboid,49.4,widget6
265,191,464,Belgium,1257,45.34,54.4,-33.23,cylinder,28.28,widget5
434,130,727,Germany,1066,64.65,68.23,-12.36,cylinder,61.32,widget3
296,176,405,South Korea,1109,76.41,67.57,70.39,oblong,34.68,widget2
555,136,541,Germany,596,41.08,46.19,26.95,spherical,58.36,widget1
368,180,575,Belgium,864,75.56,56.4,70.92,oblong,15.09,widget2
505,186,564,China,615,36.06,39.06,89.37,cylinder,22.4,widget8
152,160,502,Belgium,949,41.72,46.2,-118.93,cylinder,18.82,widget5
497,154,453,Germany,1135,33.35,63.99,3.01,oblong,48.15,widget1
603,146,594,China,1102,42.44,26.94,27.84,cuboid,23.38,widget4
482,146,643,Italy,394,92.11,51.54,95.24,oblong,52.17,widget6
471,221,383,South Korea,889,37.62,42.41,-123.81,oblong,18.09,widget7
514,139,637,France,1231,58.43,43.23,-35.86,cylinder,43.79,widget3
471,143,540,Belgium,823,28.62,59.31,23.56,oblong,39.04,widget4
622,111,572,Belgium,720,40.3,43.87,91.27,cuboid,45.86,widget1
363,201,469,Japan,765,83.28,70.81,69.85,oblong,37.47,widget2
253,148,586,Italy,563,57.36,47.04,-114.22,cuboid,26.57,widget5
610,179,325,China,929,12.42,80.3,-28.89,spherical,37.77,widget7
476,137,501,Belgium,610,42.07,23.34,72.32,cuboid,37.03,widget8
144,179,636,Germany,745,46.63,44.53,-27.55,other,24.08,widget5
493,226,418,Japan,933,34.52,95.47,-43.46,cuboid,27.49,widget7
515,157,519,Italy,1108,69.44,75.37,9.13,cylinder,53.01,widget3
397,77,574,Italy,1008,63.47,56.52,114.16,cuboid,42.71,widget6
548,92,526,Germany,1145,44.55,37.12,17.13,oblong,45.29,widget1
410,152,720,Germany,1603,58.75,63.44,-103.44,cylinder,62.4,widget3
574,129,770,Germany,1573,56.93,54.65,-48.59,cylinder,48.1,widget3
442,183,714,Japan,1453,61.85,63.38,-33.61,cylinder,42.95,widget3
571,78,492,,592,72.76,32.84,37.72,spherical,44.27,widget1
595,157,694,China,1238,32.01,44.54,11.82,spherical,36.5,widget4
314,203,638,,1199,45.46,50.19,-32.56,cylinder,23.1,widget5
493,159,464,Italy,451,24.13,39.63,10.04,cuboid,30.35,widget8
614,88,480,Belgium,929,45.73,62.99,28.96,oblong,54.63,widget1
392,198,507,China,678,67.47,56.43,117.79,oblong,24.74,widget2
454,208,431,Italy,657,49,86.79,-105.11,oblong,27.18,widget7
308,190,451,South Korea,710,71.55,77.38,56.22,oblong,29.33,widget2
464,149,466,Russia,579,57.82,47.5,125.47,oblong,35.41,widget2
478,244,429,Japan,542,35.61,72,-93.75,oblong,21.21,widget7
483,218,402,China,739,35.53,52.73,-27.2,spherical,31.53,widget7
693,139,679,China,1138,45.54,44.06,100.55,oblong,24.82,widget4
519,104,513,Belgium,1054,80.48,54.58,-4.76,cuboid,45.14,widget6
551,154,600,Italy,1268,58.4,29.65,-33.43,cylinder,53.47,widget3
539,99,474,Italy,783,39.28,36,149.96,oblong,45.45,widget1
484,136,699,France,809,81.44,58.79,43.9,oblong,37.99,widget6
374,173,498,Germany,810,48.16,42.43,74.99,oblong,45.99,widget1
696,169,564,Japan,626,23.09,33.89,70.44,oblong,32.4,widget4
453,128,900,France,1261,53.25,68.22,-69.6,cylinder,48.71,widget3
507,124,586,Belgium,967,54.74,45.21,13.46,cylinder,50.08,widget3
379,160,504,China,636,36.39,41.33,109.45,cylinder,21.06,widget8
169,134,539,Belgium,576,40.49,71.99,-68.12,cylinder,30.36,widget5
311,164,597,Germany,1251,63.57,52.76,-140.59,cylinder,24.97,widget5
502,101,313,Belgium,698,47.43,62.8,44.03,cuboid,38.93,widget1
494,145,588,China,862,36.91,60.96,25.1,other,16.13,widget8
410,172,400,Germany,473,44.27,68.09,27.54,spherical,30.82,widget7
432,138,445,Belgium,475,23.67,54.14,86.22,other,12.27,widget8
435,185,598,Belgium,1770,54.29,42.89,-21.55,cylinder,43.28,widget3
514,171,379,Germany,526,45.11,71.01,-15.38,oblong,58.47,widget1
314,147,526,,661,29.81,48.52,-108.54,cuboid,17.74,widget5
497,140,511,Italy,657,16.09,41.4,47.08,cuboid,29.59,widget8
458,119,484,France,439,79.77,63.63,113.51,cuboid,56.07,widget6
497,148,559,Belgium,679,51.19,23.21,6.37,other,32.3,widget8
487,102,458,Germany,809,57.27,60.97,120.21,oblong,37.83,widget1
452,114,580,United States,746,72.07,53.31,50.37,cuboid,38.63,widget6
241,170,500,Germany,815,51.22,42.9,-83.32,cuboid,13.85,widget5
548,143,294,Japan,567,47.22,67.08,82.4,spherical,57.46,widget1
248,181,571,Italy,533,58,82.05,-20.31,cylinder,16.76,widget5
474,169,412,China,610,32.02,42.02,74.23,cylinder,29.58,widget8
456,217,413,China,656,74.61,75.45,64.94,oblong,28.56,widget2
585,177,685,China,868,39.23,69.25,21.49,oblong,36.77,widget4
343,208,436,Japan,779,81.05,33.18,74.82,oblong,18.35,widget2
539,126,639,Belgium,547,40.82,44.08,42.83,spherical,35.53,widget4
460,176,388,Belgium,463,25.4,48.2,84.66,cuboid,28.63,widget8
442,172,767,France,1267,75.46,47.63,-11.89,cylinder,56.41,widget3
527,116,733,Germany,882,68.29,38.4,-20.24,cylinder,62.92,widget6
597,126,671,Italy,623,68.96,87.85,11.17,cuboid,55.28,widget6
555,189,558,China,1019,37.87,30.36,4.12,cuboid,20.3,widget4
586,211,372,Belgium,1066,35.76,36.71,-22.79,oblong,16.11,widget7
281,189,558,France,1064,54.83,84.23,-25.64,cylinder,37.8,widget5
657,185,725,Japan,803,37.07,52.26,-2.13,oblong,39.93,widget4
532,205,450,Germany,781,34.82,32.15,27.13,cylinder,25.88,widget8
460,108,657,United States,1340,55.86,55.52,-43.25,cylinder,61.2,widget3
542,188,342,,166,21.98,36.42,-48.71,oblong,11.63,widget7
510,153,713,Belgium,987,85.55,52.07,53.69,cuboid,47.48,widget6
260,161,538,Italy,769,64.78,38.54,-127.63,cylinder,25.75,widget5
558,132,396,Germany,982,53.74,45.78,-35.31,oblong,57.5,widget1
516,179,427,Belgium,884,31.25,64.95,-83.87,oblong,31.56,widget7
122,202,624,Germany,999,53.82,69.33,-115.91,cylinder,31.67,widget5
530,157,511,Belgium,542,33.85,40.17,76.81,cylinder,24.68,widget8
552,194,568,China,1218,41.31,23.14,58.84,oblong,31.24,widget4
403,143,570,France,699,73.22,51.44,34.62,oblong,43.63,widget6
377,138,670,Germany,1304,63.07,46.9,-101.47,cylinder,45.1,widget3
302,173,384,Germany,891,51.41,42.9,-20.41,cuboid,33.29,widget5
481,160,673,United States,1454,49.74,46.92,-60.61,cylinder,45.57,widget3
546,154,381,Italy,387,63.55,54.93,58.41,oblong,38.7,widget1
269,176,610,Belgium,1087,48.43,71.19,-137.62,cuboid,34.81,widget5
584,207,349,China,782,32.53,70.26,-127.44,oblong,22.92,widget7
456,174,351,Japan,916,76.25,37.44,143.17,oblong,27.13,widget2
580,128,575,Germany,768,53.22,95.92,-1.37,spherical,35.66,widget1
559,144,696,Germany,956,70.5,46.47,-82.84,other,58.19,widget3
184,123,675,Japan,1164,34.92,59.96,-57.12,cuboid,21.79,widget5
588,178,509,Belgium,730,25.78,67.91,-104.5,oblong,17.75,widget7
520,200,481,Japan,495,36.16,49.15,-137.25,oblong,15.02,widget7
528,188,806,China,715,25.15,34.09,-10.28,spherical,41.31,widget4
512,171,550,Japan,248,33.54,52.28,47.77,cylinder,26.35,widget8
491,137,382,Belgium,1244,35.53,52.19,83.36,other,23.24,widget8
535,151,635,United States,1376,56.53,60.51,17.04,cylinder,41.49,widget3
335,204,489,Italy,1324,65.51,44.82,-14.5,cylinder,19.35,widget5
504,123,697,Germany,1578,56.52,66.91,-20.07,cylinder,49.5,widget3
440,114,463,China,788,39.85,46.29,91.61,cylinder,24.02,widget8
671,166,499,China,851,30.6,36.75,-7.5,oblong,29.96,widget4
216,169,521,Italy,714,48.8,70.27,-106.24,other,29.85,widget5
563,170,430,South Korea,875,38.27,48.72,-36,oblong,30.17,widget7
464,140,442,Italy,515,57.93,55.95,50.42,oblong,53.19,widget1
543,152,478,Italy,445,37.52,45.47,94.58,spherical,56.38,widget1
561,175,808,Belgium,1490,58.26,40.88,-51.27,cylinder,49.97,widget3
475,192,660,France,1416,45.73,65.67,-62.66,cylinder,38.22,widget3
567,141,629,Germany,678,62.36,53.92,31.05,cuboid,40.42,widget6
508,159,410,Japan,442,28.18,39.67,0.74,cylinder,11.39,widget8
409,170,600,Italy,1072,79.87,73.71,26.74,cylinder,36.6,widget3
329,223,507,Italy,1199,52.91,52.34,-33.63,cuboid,25.81,widget5
186,132,441,Italy,1047,48.27,58.54,-50.09,cylinder,16.41,widget5
499,71,675,Italy,323,61,49.52,127.1,cuboid,59.1,widget6
384,145,432,Belgium,752,45.27,51.82,-71.17,cylinder,20.61,widget5
461,165,688,Belgium,1374,45.77,60.77,-114.55,cylinder,52.1,widget3
646,141,492,Germany,737,69.92,64.24,-22.15,oblong,43.34,widget1
540,76,720,Germany,1014,60.58,58.43,67.9,cuboid,34.89,widget6
220,140,569,Italy,1081,56.1,78.7,-9.74,cylinder,19.13,widget5
588,177,493,China,527,21.46,46.73,70.62,cylinder,20.98,widget8
668,156,659,China,679,45.54,38.53,92.76,oblong,31.06,widget4
426,183,496,Belgium,732,82.8,48.25,93.77,oblong,28.39,widget2
613,133,516,China,1325,14.37,42.43,40.81,spherical,23.98,widget4
496,191,362,Belgium,763,43.87,39.73,-57.4,oblong,22.45,widget7
262,223,527,Russia,893,87.13,35.3,88.51,oblong,36.32,widget2
426,228,424,Japan,991,70.83,72.34,68.99,oblong,26.87,widget2
428,158,624,,1133,54.05,57.44,-33.81,other,38.75,widget3
519,147,569,Belgium,940,70.22,75.22,76.75,cuboid,46.11,widget6
415,116,682,Italy,1024,61.12,57.62,-4.56,cylinder,46.53,widget6
519,225,563,Belgium,622,34.96,48.2,-29.87,oblong,22.91,widget7
542,196,532,Japan,1071,36.53,49.64,-15.82,cuboid,12.57,widget7
649,113,513,China,700,47.16,48.12,104.96,oblong,31.37,widget4
604,109,536,South Korea,1349,15.09,48.88,52.22,cuboid,35.05,widget4
444,162,647,Japan,1040,55.76,53.72,32.84,oblong,38.21,widget4
473,168,543,Japan,868,28.96,62.37,14.24,cylinder,24.63,widget8
419,110,603,Italy,436,85.96,78.32,82.08,cuboid,40.23,widget6
160,191,609,Italy,536,68.08,65.65,-47.75,cylinder,18.74,widget5
688,151,547,South Korea,707,26.58,70.48,24.08,oblong,30.9,widget4
366,179,353,Belgium,900,76,49.88,29.21,oblong,20.44,widget2
631,172,564,Japan,1101,32.15,31.13,142.42,oblong,24.72,widget4
265,194,398,China,1128,55.16,64.42,-64.95,cylinder,22.67,widget5
404,180,387,Japan,646,70.28,43.97,45.51,oblong,32.43,widget2
425,158,373,Italy,610,51.67,61.64,70.73,cylinder,25.02,widget8
510,226,377,China,471,60.99,32.35,83.5,oblong,22.13,widget2
456,151,379,Belgium,562,37.42,27.11,35.93,cuboid,22.76,widget8
224,183,708,Italy,666,54.74,62.2,-112.71,cylinder,10.44,widget5
566,96,632,Japan,737,48.08,38.76,47.28,cuboid,27.02,widget4
390,122,745,Germany,1632,59.4,41.44,26.25,cylinder,48.29,widget3
388,185,435,Japan,318,70.82,55.54,51.51,oblong,33.26,widget2
276,214,380,China,397,73.54,71.3,50.48,oblong,22.55,widget2
495,146,636,Italy,893,57.91,72.07,114.41,oblong,41.07,widget1
512,182,320,Belgium,1060,29.01,51.66,-17.63,cuboid,34.81,widget7
584,207,347,Italy,920,23.96,49.94,-80.81,oblong,14.13,widget7
464,154,453,Japan,532,23.66,33.1,20.87,cylinder,17.93,widget8
479,166,577,United Kingdom,1314,41.48,75.94,-81,other,47.44,widget3
595,94,356,Italy,755,56.64,84.2,55.7,spherical,39.3,widget1
594,110,553,South Korea,691,33.49,26.49,3.91,spherical,33.98,widget4
525,116,536,France,908,61.25,57.5,41.72,cuboid,35.48,widget6
502,138,540,Germany,362,75.85,81.56,152.3,cuboid,38.21,widget6
582,126,523,Belgium,942,30.56,31.75,84.48,oblong,40.49,widget4
473,130,496,Belgium,1027,18.49,62.43,54.46,cylinder,16.63,widget8
490,119,600,United States,835,65.94,95.93,62.02,cuboid,36.81,widget6
595,142,574,Germany,636,70.61,72.34,91.66,cuboid,46.52,widget6
552,132,475,Belgium,660,45.39,40.93,92.68,oblong,41.24,widget1
531,241,478,Belgium,854,25.79,63.02,0.18,cuboid,15,widget7
411,146,718,Italy,693,81.15,78.66,115.07,cuboid,45.13,widget6
476,144,589,Germany,1135,17.05,59.86,87.78,cylinder,12.99,widget8
533,67,722,Italy,882,86.75,68.94,19.31,cuboid,63,widget6
596,198,451,Belgium,733,35.66,49.63,36.65,cylinder,17.34,widget8
298,187,389,Belgium,973,58.55,36.97,61.05,oblong,37.31,widget2
388,82,516,Germany,804,75.91,67.64,44.81,cuboid,60.69,widget6
575,230,345,Japan,658,29.84,67.64,-90.38,oblong,15.15,widget7
430,160,444,Italy,838,84.69,45.67,40.86,oblong,27.45,widget2
616,155,598,,929,25.82,48.62,55.42,spherical,27.08,widget4
548,101,354,Italy,1200,43.08,40.84,-35.23,oblong,57.76,widget1
486,201,342,China,875,48.23,75.12,-50.13,cuboid,17.53,widget7
526,131,655,Belgium,453,63.12,84.08,79.97,cylinder,32,widget6
640,200,738,Japan,532,39.59,64.54,27.1,oblong,25.77,widget4
546,122,535,Belgium,971,51.76,53.88,58.85,spherical,56.57,widget1
529,213,438,Belgium,511,39.9,43.39,-22.43,oblong,20.9,widget7
206,171,570,Italy,1188,43.89,83.54,-100.54,cylinder,21.48,widget5
133,134,472,France,837,61.26,75.07,-102.23,cylinder,33.39,widget5
411,174,427,China,866,44.06,42.97,-48.38,oblong,35.37,widget7
598,134,420,Belgium,917,52.92,60.53,44.34,oblong,41.96,widget1
467,91,446,Germany,616,61.03,49.77,75.55,oblong,37.8,widget1
220,177,650,Germany,999,30.55,80.65,-8.98,cuboid,14.13,widget5
617,216,671,China,794,30.93,53.31,99.88,oblong,41.71,widget4
460,165,416,China,979,44.43,68.18,-78.15,oblong,36.04,widget7
422,155,436,Japan,828,19.38,48.35,91.37,cuboid,19.15,widget8
391,168,492,South Korea,517,71.21,42.24,92.3,oblong,27.27,widget2
299,135,642,China,844,60.7,47.86,-69.97,cylinder,21.17,widget5
638,162,603,South Korea,975,40.7,58.08,94.64,spherical,38.82,widget4
455,115,658,Germany,354,65.65,69.06,-53.76,cuboid,60.34,widget6
450,96,340,Italy,630,40,49.67,-27.65,oblong,50.54,widget1
442,123,520,Japan,448,81.87,63.69,118.73,cuboid,51.76,widget6
559,130,633,France,1330,64.87,47.13,21.87,cylinder,52.13,widget3
320,126,476,China,654,63.06,87.75,-34.48,cylinder,23.91,widget5
429,186,452,South Korea,892,83.82,72.36,78.22,oblong,28.73,widget2
591,119,681,Japan,1058,37.32,34.68,121.53,oblong,31.44,widget4
588,129,332,Belgium,295,40.33,56.42,75.61,cylinder,26.02,widget8
516,113,671,Germany,966,65.29,67.46,-8.58,cylinder,55.52,widget6
295,157,647,Italy,1150,34.58,57.15,-65.61,cuboid,28.36,widget5
404,157,364,Japan,951,64.39,52.68,0.84,spherical,19.72,widget2
419,182,333,Japan,638,71,34.03,-2.41,oblong,27.33,widget2
453,170,365,Japan,469,90.98,64.15,76.61,oblong,33.05,widget2
270,203,486,Japan,962,69.51,64.15,105.56,oblong,20.2,widget2
573,109,548,Russia,956,34.87,74.2,140.63,oblong,37.27,widget4
611,147,616,Japan,792,42.28,52.45,75.06,oblong,31.83,widget4
433,178,535,Japan,585,25.13,22.38,79.09,cylinder,32.28,widget8
624,175,592,Belgium,1038,41.31,64.75,89.88,oblong,40.55,widget4
492,109,686,,920,71.53,78.55,67.6,cuboid,35.24,widget6
553,180,473,United States,1172,54.74,69.33,-119.9,cylinder,47.06,widget3
444,174,436,,391,25.29,58.16,-61.33,oblong,25.6,widget7
443,164,598,Germany,1555,56.73,44.09,-109.68,cylinder,53.95,widget3
548,140,543,France,893,57.23,62.45,70.84,oblong,41.5,widget1
391,127,456,Italy,977,77.83,65.93,-14.13,cylinder,46.1,widget6
265,205,538,Italy,852,49.9,46.31,-24.88,cylinder,26.47,widget5
204,146,478,Belgium,1181,30.72,45.58,-105.25,other,28.57,widget5
545,166,604,France,1656,59.36,80.99,-33.6,other,51.13,widget3
577,162,439,Belgium,1095,54.7,48.59,36.86,oblong,36.21,widget1
647,138,537,South Korea,1226,37.18,42.64,76.16,oblong,32.85,widget4
542,144,502,Japan,883,36.58,29.84,25.23,cylinder,32.52,widget8
424,97,507,France,351,78.54,46.35,85.31,oblong,35.44,widget6
339,174,494,China,716,78.32,57.58,42.61,oblong,27.99,widget2
255,181,591,Italy,1040,52.83,36.96,-67.69,cylinder,28.45,widget5
632,128,623,Japan,1277,39.76,62.02,-42.55,spherical,30.51,widget4
650,155,639,Belgium,756,21.81,69.24,40.01,oblong,41.57,widget4
463,172,469,China,552,31.44,58.05,98.97,cylinder,10.94,widget8
492,85,690,France,659,74.53,80.54,60.06,cuboid,53.26,widget6
521,152,525,Japan,749,54.98,78.21,-19.75,oblong,32.13,widget7
567,185,668,Belgium,1060,34.27,34.62,-15.75,oblong,25.88,widget4
510,116,350,Germany,818,49.61,63.52,29.48,oblong,56.77,widget1
558,163,399,China,717,36.44,55.86,-1.39,cuboid,30.02,widget7
446,75,482,France,1239,72.8,76.69,5.25,cuboid,42.69,widget6
581,156,390,Japan,972,55.77,59.15,67.84,oblong,52.26,widget1
565,147,569,Japan,807,1.32,61.1,22.9,cuboid,16.99,widget8
534,200,475,Japan,1000,22.94,26.83,22.17,cuboid,37.15,widget8
195,184,520,Japan,802,38.19,48.16,-71.85,cuboid,31.48,widget5
434,219,379,Italy,672,30.34,46.88,-17.51,oblong,22.92,widget7
453,120,626,Italy,931,71.96,70.29,62.71,oblong,47.47,widget6
434,203,392,Italy,1106,31.21,65.34,-112.12,oblong,31.72,widget7
376,127,594,,1265,81.42,59.74,100.9,oblong,57.87,widget6
497,109,754,Italy,459,69.39,78.24,50.58,cuboid,50.62,widget6
432,125,491,Germany,630,55.53,59.58,-10.71,oblong,37.61,widget1
412,213,453,Japan,768,75.86,48.82,53.84,oblong,28.68,widget2
403,138,605,Germany,1715,57.72,55.14,-39.27,other,39.83,widget3
354,164,547,Japan,501,73.45,72.04,87.62,cuboid,19.53,widget2
552,171,441,Belgium,612,41,35.34,96.99,cylinder,18.79,widget8
541,88,538,Germany,528,81.15,71.93,70.24,cuboid,57.39,widget6
545,159,507,South Korea,648,48.2,77.67,-19.12,spherical,40.32,widget4
411,236,368,South Korea,717,74.08,57.37,48.7,oblong,38.97,widget2
436,153,590,,922,22.38,30.55,118.29,cylinder,21.66,widget8
436,218,425,South Korea,535,50.64,51.4,0.95,oblong,22.56,widget2
445,139,517,Germany,1388,70.15,37.81,-78.1,cylinder,38.2,widget3
530,127,482,Germany,998,31.98,32.2,77.82,cylinder,26.98,widget8
631,121,480,Belgium,822,40.22,49.61,51.63,spherical,51.36,widget1
558,124,389,,638,50.96,31.33,23.55,spherical,48.47,widget1
616,114,687,France,1447,67.68,39.24,-64.31,cylinder,37.73,widget3
405,137,563,Japan,956,35.29,21.62,54.95,cylinder,24.95,widget8
484,131,606,Belgium,707,36.48,55.94,47.36,cuboid,34.83,widget4
531,152,593,Italy,622,18.78,52.82,26.3,cylinder,24.81,widget8
419,142,681,Belgium,1397,49.83,50.81,-29.57,other,50.41,widget3
582,152,432,China,1112,15.97,43.36,74.19,cylinder,16.45,widget8
599,118,332,China,846,34.37,58.88,56.36,oblong,37.4,widget1
534,197,681,Germany,1238,61.42,39.58,6.93,other,47.16,widget3
567,90,526,Germany,884,86.86,59.59,31.73,oblong,57.54,widget6
457,172,504,Belgium,853,40.06,47.29,-84.41,oblong,29.99,widget7
582,176,542,China,655,61.32,55.92,-65.63,oblong,25.01,widget7
424,181,700,Italy,1254,57.86,51.1,-23.41,cylinder,47.95,widget3
649,161,438,Germany,823,57.13,54.49,48.9,oblong,40.96,widget1
445,118,682,France,1110,63.44,50.76,53.52,cylinder,47.53,widget6
484,155,550,Belgium,758,23.62,22.74,54.04,cylinder,30.19,widget8
626,137,644,China,780,38.07,45.43,-11.63,oblong,25.89,widget4
316,159,524,Japan,947,39.42,85.51,-94.76,cylinder,26.7,widget5
547,221,470,Japan,298,24.74,50.87,-95.82,oblong,20.72,widget7
422,188,580,United States,1764,64.1,66.01,-83.59,other,51.55,widget3
361,191,516,China,959,60.32,38.53,93.46,oblong,29.51,widget2
465,74,680,Italy,924,60.32,84.62,131.54,cuboid,43.56,widget6
482,168,384,Japan,294,52.89,79.68,-58.08,oblong,15.81,widget7
414,87,633,Germany,396,68.89,69.51,84.6,cuboid,48.6,widget6
492,189,426,Italy,839,59.81,68.13,141.62,spherical,40.9,widget2
391,168,437,,669,50.27,82.85,-109.55,oblong,18.52,widget7
629,120,452,Italy,479,34.7,72.49,-47.42,oblong,59.61,widget1
247,182,647,Belgium,563,54.95,77.18,-70.1,cylinder,32.46,widget5
503,123,595,,446,77.83,56.08,152.52,cuboid,41.75,widget6
445,172,388,Italy,633,41.76,55.31,65.07,other,17.74,widget8
220,157,509,Germany,1261,42.45,75.98,-21.86,cuboid,13.91,widget5
535,164,681,Germany,1122,51.64,42.68,-25.86,other,43.35,widget3
529,227,373,Belgium,1018,37.13,77.19,-75.31,cuboid,34.57,widget7
465,148,530,Germany,805,26.18,53.84,38.33,cylinder,24.19,widget8
595,218,494,China,917,22.25,43.72,-71.03,oblong,27.19,widget7
646,135,551,China,334,36.65,78.94,143.57,spherical,36.93,widget4
623,116,461,Japan,1294,50.31,40.81,20.86,spherical,47.66,widget1
456,150,643,Belgium,755,90.32,74.77,-24.18,cylinder,55.52,widget6
520,207,412,China,762,65.66,71.66,-13.94,spherical,36.32,widget7
328,189,552,Italy,1089,57.52,59.04,-22.87,cuboid,37.65,widget5
468,215,366,China,796,30.45,45.26,-27.03,cuboid,37.12,widget7
250,160,575,Belgium,596,39.44,78.17,-83.38,cylinder,23.86,widget5
272,168,545,Italy,970,50.46,50.97,-64.38,cylinder,16.88,widget5
549,189,549,Japan,981,39.63,56.24,-60.02,oblong,34.95,widget7
527,170,402,Japan,794,39.5,71.95,-11.51,cuboid,29.64,widget7
277,167,442,Belgium,1256,48.38,80.75,-125.04,cuboid,20.56,widget5
415,169,497,South Korea,584,75.63,62.19,56.29,oblong,24.32,widget2
402,70,618,Italy,237,73.85,45.69,98.55,cuboid,50.43,widget6
215,176,435,Japan,651,78.63,52.73,91.23,oblong,21.04,widget2
489,188,425,Belgium,857,26.46,21.15,-2.95,cylinder,29.46,widget8
537,115,610,Italy,1307,53.63,45.94,-39.66,cylinder,43.23,widget3
591,112,468,Italy,623,40.54,74.88,-23.19,oblong,45.06,widget1
432,93,598,Germany,571,71.28,34.09,71.99,cuboid,47.48,widget6
450,169,428,Belgium,817,36.84,54.75,91.58,cylinder,19.79,widget8
482,134,433,,998,46.67,33.58,4.15,oblong,52.49,widget1
504,176,636,,1183,38.13,69.87,93.36,oblong,21.96,widget4
480,78,591,Italy,861,70.98,44.56,120.57,cylinder,50.42,widget6
556,206,434,Belgium,712,33.19,51.14,67.22,cuboid,27.48,widget8
625,131,479,United States,241,62.67,44.44,-55.04,oblong,49.53,widget1
